TopRatingID,id,host_id,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,amenities,price,availability_365,number_of_reviews,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month,bedrooms
183,12230289,65802172,f,1,f,Northridge,34.24436982,-118.5322324,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Carbon monoxide detector"",""First aid kit"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$35.00 ,151,2,9,9,6,strict,0.19,1
184,2484207,12700313,f,3,f,Hancock Park,34.07673372,-118.3406974,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,Dryer}",$235.00 ,365,2,7,10,6,flexible,0.05,1
185,8845757,1418191,f,1,t,Hancock Park,34.08146369,-118.328205,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$90.00 ,0,1,8,6,8,flexible,0.1,1
186,18079318,118569906,f,1,t,Hermosa Beach,33.85398754,-118.3948786,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",$134.00 ,254,1,8,8,6,flexible,1,1
187,18043089,64199212,f,8,t,Hermosa Beach,33.86029482,-118.3995284,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad}",$145.00 ,333,1,10,6,6,strict,1,0
188,17983667,68777633,f,1,f,Hollywood Hills,34.10614708,-118.325024,Apartment,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers}",$90.00 ,175,2,8,8,7,moderate,2,1
189,17253841,88755035,f,3,t,Hollywood Hills,34.10624793,-118.3223687,Apartment,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Smoking allowed"",Gym,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room""}",$75.00 ,344,1,10,6,6,moderate,0.41,1
190,14540641,4348112,f,2,t,Hollywood Hills,34.10589138,-118.3322253,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace""}",$165.00 ,89,1,6,8,4,flexible,0.19,1
191,11864396,3662459,f,3,f,Hollywood Hills,34.11924763,-118.3254784,House,Entire home/apt,"{""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s)}",$150.00 ,51,2,7,10,8,flexible,0.19,2
192,10635609,41653068,f,2,t,Historic South-Central,34.02774623,-118.2724843,Apartment,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}",$49.00 ,365,2,10,10,10,moderate,0.15,1
193,13831086,81564286,f,1,f,Hollywood Hills West,34.1020647,-118.3777398,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$700.00 ,89,2,9,9,6,flexible,0.23,1
194,7729074,38195434,f,1,f,Koreatown,34.05594531,-118.3148891,House,Private room,"{""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke detector"",Essentials}",$56.00 ,0,1,10,8,6,flexible,0.05,1
195,17437133,24681947,f,14,t,Koreatown,34.06739224,-118.3090969,Apartment,Shared room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Essentials,""translation missing: en.hosting_amenity_49""}",$33.00 ,71,1,10,6,10,strict,0.61,1
196,16109435,5469474,f,22,t,Koreatown,34.05365766,-118.3022703,Bed & Breakfast,Private room,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Pets live on this property"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Smartlock}",$70.00 ,365,1,10,8,8,strict,0.2,1
197,17419473,24681947,f,14,t,Koreatown,34.06833735,-118.3091411,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Essentials}",$100.00 ,55,2,4,10,8,strict,0.98,1
198,11226321,4609011,f,1,t,Koreatown,34.0563218,-118.3103501,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self Check-In"",Keypad,""Private entrance""}",$47.00 ,24,1,8,6,6,strict,0.12,0
199,17437508,24681947,f,14,t,Koreatown,34.06854881,-118.3092444,Apartment,Shared room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$33.00 ,87,1,10,10,4,strict,0.71,1
200,17437369,24681947,f,14,t,Koreatown,34.0682798,-118.3077254,Apartment,Shared room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$33.00 ,90,1,2,10,6,strict,0.73,1
201,10948340,56778445,f,1,f,Larchmont,34.08164654,-118.3171194,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",$75.00 ,0,3,6,9,7,flexible,0.2,0
202,17904732,87969025,f,7,t,La Verne,34.12494165,-117.7636083,House,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Smartlock}",$285.00 ,316,1,10,6,6,moderate,1,4
203,15411314,95191534,f,5,t,Ladera Heights,33.97667886,-118.3811785,Apartment,Private room,"{TV,""Wireless Internet"",Pool,Kitchen,""Pets allowed"",Gym,""Elevator in building"",""Hot tub"",""Indoor fireplace"",Washer,""Smoke detector"",""Lock on bedroom door"",Hangers,""Hair dryer""}",$69.00 ,364,1,10,8,6,flexible,1,1
204,16269965,77300482,f,1,f,Leimert Park,34.00789379,-118.3292331,Apartment,Entire home/apt,"{Kitchen,""Free parking on premises"",Breakfast,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,""Hair dryer"",Iron}",$45.00 ,169,1,10,6,10,flexible,0.28,0
205,8031824,9281310,f,1,t,Los Feliz,34.11023686,-118.2717864,Apartment,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",""Smoke detector"",""Carbon monoxide detector"",Essentials}",$55.00 ,0,1,2,6,10,flexible,0.05,1
206,13509135,77528090,f,1,f,Marina del Rey,33.98143334,-118.4615891,Apartment,Entire home/apt,"{""Air conditioning"",Kitchen,""Free parking on premises"",""Elevator in building"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit""}",$125.00 ,0,2,9,10,7,flexible,0.19,0
207,147098,711083,f,3,t,Lancaster,34.65342898,-118.2568384,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$548.00 ,365,1,10,10,6,flexible,0.03,6
208,466712,1394421,f,1,t,Mar Vista,34.02130503,-118.4294922,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,Washer,Dryer}",$79.00 ,25,3,10,10,10,moderate,0.06,1
209,13998208,83621924,f,1,f,Long Beach,33.78893064,-118.1547613,Apartment,Private room,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",Washer,Dryer,""Smoke detector""}",$138.00 ,364,1,10,8,10,flexible,0.11,1
210,17982726,54737490,f,8,t,Long Beach,33.7800599,-118.1409869,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Hot tub"",Heating,""Family/kid friendly"",Washer,""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$168.00 ,350,1,10,8,8,strict,1,2
211,9417171,10532909,f,1,f,Manhattan Beach,33.90201317,-118.4176312,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Outlet covers"",Bathtub,""Baby bath"",""High chair"",""Children‰Ûªs books and toys"",Crib,""Pack ‰Ûªn Play/travel crib""}",$199.00 ,20,3,5,9,6,flexible,0.18,2
212,4821655,24828979,f,1,t,Mid-Wilshire,34.06097043,-118.3424909,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",$90.00 ,0,1,4,8,4,moderate,0.05,1
213,10122365,9577138,f,1,t,Mid-Wilshire,34.07121948,-118.3611549,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Laptop friendly workspace""}",$79.00 ,0,1,10,10,10,flexible,0.07,1
214,14609611,2223457,f,1,f,Mid-Wilshire,34.05949109,-118.3541915,House,Private room,"{""Air conditioning"",Kitchen,Heating,Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$150.00 ,88,1,6,4,2,flexible,0.12,1
215,7327968,8318054,f,1,t,Mid-Wilshire,34.06695709,-118.3444376,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector""}",$120.00 ,0,1,10,10,6,moderate,0.05,1
216,3801318,19527069,f,1,t,Montecito Heights,34.10448924,-118.1829779,Apartment,Shared room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$28.00 ,365,1,8,6,8,flexible,0.04,1
217,17241035,10531084,f,1,t,Montecito Heights,34.07827915,-118.2031811,House,Entire home/apt,"{Internet,""Wireless Internet"",Kitchen,Heating,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$60.00 ,120,2,8,7,7,strict,0.82,1
218,14821542,90653335,f,5,t,North Hollywood,34.18260858,-118.3877982,House,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers}",$190.00 ,241,1,10,10,8,flexible,0.24,3
219,9585020,3676370,f,2,t,North Hollywood,34.16934773,-118.3712935,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$85.00 ,0,2,4,8,8,strict,0.11,2
220,13480326,52876764,f,1,t,Monterey Park,34.06594648,-118.1176545,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace""}",$80.00 ,0,1,8,8,6,flexible,0.1,2
221,15831317,33236253,f,3,t,Pacific Palisades,34.04417746,-118.5362518,House,Entire home/apt,"{""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Private entrance""}",$187.00 ,87,2,10,10,7,moderate,2,2
222,17496074,116854158,f,8,f,Pacific Palisades,34.02809253,-118.5187392,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$175.00 ,51,1,10,10,8,moderate,0.64,3
223,7164400,4187024,f,12,t,Pico-Robertson,34.04837295,-118.3764979,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$379.00 ,180,2,8,8,6,strict,0.11,4
224,16872488,112453639,f,1,t,Pico-Robertson,34.05046749,-118.3786669,House,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$65.00 ,48,2,8,9,6,flexible,1.02,1
225,9780127,25551648,t,36,t,Pico-Robertson,34.05592467,-118.3869232,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Private entrance""}",$100.00 ,365,1,8,10,8,moderate,0.06,1
226,11929081,4187024,f,12,t,Pico-Robertson,34.05049584,-118.3845321,Other,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}",$77.00 ,180,3,7,6,6,strict,0.22,1
227,10102882,51844301,f,1,f,Pasadena,34.13038575,-118.1816096,House,Private room,{},$100.00 ,365,2,4,10,4,flexible,0.23,1
228,10085368,51750689,f,1,f,Pasadena,34.1573048,-118.1415084,Loft,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$449.00 ,365,1,8,10,8,flexible,0.06,2
229,17587721,87865205,f,4,t,Rancho Park,34.03710155,-118.4250487,Guesthouse,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance""}",$89.00 ,365,2,10,9,6,flexible,1.5,1
230,16782786,106199256,f,4,f,Rancho Park,34.0357678,-118.4313963,House,Private room,{},$66.00 ,358,2,6,10,6,moderate,0.59,1
231,10033175,50521917,f,632,f,Redondo Beach,33.83731707,-118.3814372,Other,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Essentials}",$135.00 ,244,1,10,8,6,strict,0.11,0
232,17895422,117839733,f,5,f,Rosemead,34.06477699,-118.0922172,Camper/RV,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers}",$45.00 ,348,1,6,8,6,strict,1,1
233,13093970,68172167,f,15,f,Sawtelle,34.04815494,-118.4608305,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Hangers,Iron,""Laptop friendly workspace""}",$143.00 ,341,1,8,8,6,strict,0.73,0
234,15191738,52134665,f,3,t,Sawtelle,34.03665608,-118.4567519,Townhouse,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Indoor fireplace"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}",$129.00 ,121,2,7,10,5,moderate,0.32,2
235,17529996,38016064,f,1,t,Sawtelle,34.0260173,-118.4344309,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Gym,Breakfast,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$44.00 ,80,1,10,10,8,flexible,0.65,1
236,10159157,50788435,f,6,f,Rowland Heights,33.9763944,-117.8894536,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo}",$35.00 ,365,2,8,8,8,moderate,0.15,1
237,17809843,110756201,f,4,f,Rowland Heights,33.97556629,-117.9007786,House,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,""Laptop friendly workspace""}",$35.00 ,365,1,10,10,10,flexible,1,1
238,14094499,7216874,f,3,t,Rowland Heights,33.95625714,-117.9138539,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$450.00 ,244,1,10,10,8,moderate,0.41,4
239,15735526,101674709,f,2,t,Rowland Heights,33.98910454,-117.9167775,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",$75.00 ,365,1,10,10,8,flexible,0.17,1
240,10158286,35660072,f,10,t,Rowland Heights,33.98172778,-117.8883103,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$50.00 ,365,3,7,9,7,moderate,0.31,1
241,17100209,76672821,f,20,f,San Gabriel,34.08294197,-118.0963478,House,Shared room,"{Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Breakfast,Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$19.00 ,151,1,6,4,6,moderate,0.4,1
242,17335106,76672821,f,20,f,San Gabriel,34.08311691,-118.0961217,House,Private room,"{Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Breakfast,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$49.00 ,297,1,8,,,moderate,0.55,1
243,15222252,10728953,f,27,t,Van Nuys,34.19375683,-118.4435836,House,Shared room,"{""Air conditioning"",Kitchen,""Smoke detector"",Essentials,Shampoo}",$22.00 ,365,2,10,6,7,flexible,0.28,1
244,15222335,10728953,f,27,t,Van Nuys,34.1932307,-118.4433613,House,Shared room,"{""Air conditioning"",Essentials,Shampoo}",$35.00 ,365,1,8,,,flexible,0.15,1
245,53283,247996,f,1,f,Van Nuys,34.18749055,-118.4577686,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$285.00 ,365,3,10,6,2,strict,0.07,3
246,12214284,65683962,f,1,f,San Pedro,33.73632243,-118.3061456,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$70.00 ,0,3,9,5,8,flexible,0.24,1
247,18251485,65815077,f,2,f,Santa Monica,34.00951986,-118.4739296,Apartment,Entire home/apt,"{""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",TV}",$135.00 ,27,1,10,10,6,moderate,1,2
248,13671519,77727087,f,2,f,Santa Monica,34.02470613,-118.4993401,Apartment,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50""}",$140.00 ,0,2,10,8,6,moderate,0.19,2
249,10452522,26025871,f,1,t,Santa Monica,34.01837863,-118.4900361,Apartment,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Elevator in building"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron}",$90.00 ,0,1,10,10,8,moderate,0.06,1
250,13641437,77926474,f,5,f,Santa Monica,34.02484647,-118.4588854,Apartment,Shared room,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$36.00 ,365,1,2,8,8,strict,0.11,1
251,14342960,87858721,f,1,f,Santa Monica,34.02966676,-118.5098919,Apartment,Shared room,"{TV,Internet,""Wireless Internet"",Kitchen,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50""}",$60.00 ,0,1,10,10,6,strict,0.12,1
252,16406054,105987304,f,2,t,Santa Monica,34.00691517,-118.492212,Condominium,Shared room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Elevator in building"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$150.00 ,169,5,6,10,7,moderate,1.18,1
253,14281055,84916133,f,3,t,Silver Lake,34.09542004,-118.2594399,Treehouse,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,""Smoking allowed"",""Indoor fireplace"",Heating,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad}",$143.00 ,365,2,7,7,7,strict,0.34,1
